21	11	asc
0.51539	0.29901	0.33145	0.6382	0.51539	0.55665	0.59682	0.26799	0.68435	0.83612	0.37521
0.88621	0.80824	0.88621	0.80967	0.88389	0.88049	0.69785	0.80967	0.7353	0.6747	0.30889
0.40015	0.53586	0.57895	0.55679	0.39447	0.57446	0.36631	0.5487	0.36217	0.45805	0.26258
0.78005	0.81489	0.78005	0.85045	0.78005	0.78005	0.78005	0.85045	0.61636	0.67986	0.61636
0.51328	0.61706	0.58816	0.52779	0.52157	0.40481	0.69293	0.57675	0.6652	0.74968	0.48745
0.29966	0.69	0.47542	0.88974	0.29966	0.69	0.47556	0.88974	0.78435	0.83719	0.5117
0.6104	0.8104	0.54796	0.8861	0.63406	0.87264	0.4838	0.83916	0.77163	0.87036	0.40809
0.82554	0.82322	0.84862	0.82322	0.84862	0.92141	0.82554	0.82322	0.4623	0.67867	0.35743
0.35707	0.31914	0.51015	0.38485	0.42413	0.24117	0.24117	0.28981	0.49803	0.49803	0.13879
0.21577	0.19438	0.19421	0.20239	0.17136	0.16637	0.13637	0.19707	0.35545	0.29891	0.25722
0.053001	0	0.046311	-0.0099237	0.053001	0.046311	-0.017268	0	0.39367	0.10817	0.15822
0.094118	0.033473	0.26667	0.05868	0.094118	0.17241	0.26667	0.033473	0.50513	0.64516	0.26667
0.32975	0.31827	0.32975	0.049426	0.32975	0.38922	0.39788	0.10952	0.10163	0.14709	0.053818
0.57656	0.57847	0.56246	0.62169	0.55931	0.52125	0.58696	0.55911	0.44835	0.26452	0.53698
0.61153	0.67749	0.65633	0.55899	0.63014	0.66318	0.0092411	0.65157	0.20382	0.090135	0.25055
0.23996	0.57516	0.21133	0.38982	0.21133	0.38542	0.021204	0.30268	0.26263	0.40596	0.15092
0.057804	0.058553	0.55075	0.067491	0.05747	0.16177	0.55072	0.032964	0.41289	0.317	0.066113
0.63702	0.57368	0.60083	0.59684	0.63199	0.72311	0.6588	0.53287	0.52902	0.6218	0.42181
0.44218	0.44276	0.28912	0.50031	0.3875	0.56135	0.5	0.50076	0.56135	0.49983	0.29206
0.39419	0.58658	0.19097	0.5289	0.21655	0.43859	0.13574	0.73402	0.79875	0.56366	0.56366
0.10572	0.44825	0.11357	0.46419	0.12204	0.36466	0.032625	0.4688	0.30459	0.071342	0.17315
